StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,demo_gender,demo_gender_10_TEXT,demo_yob,demo_state,demo_educ,demo_race,demo_eth,demo_browser_Browser,demo_browser_Version,demo_browser_Operating System,demo_browser_Resolution,demo_timer_First Click,demo_timer_Last Click,demo_timer_Page Submit,demo_timer_Click Count,ac_nonsense_1,ac_nonsense_timer_First Click,ac_nonsense_timer_Last Click,ac_nonsense_timer_Page Submit,ac_nonsense_timer_Click Count,ac_imc,ac_imc_timer_First Click,ac_imc_timer_Last Click,ac_imc_timer_Page Submit,ac_imc_timer_Click Count,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,tipi_timer_First Click,tipi_timer_Last Click,tipi_timer_Page Submit,tipi_timer_Click Count,color_rank_1,color_rank_2,color_rank_3,color_rank_4,color_rank_5,color_rank_7,color_rank_6,stack_blocks,stack_blocks_timer_First Click,stack_blocks_timer_Last Click,stack_blocks_timer_Page Submit,stack_blocks_timer_Click Count,heatmap_1_x,heatmap_1_y,heatmap_2_x,heatmap_2_y,heatmap_3_x,heatmap_3_y,heatmap_4_x,heatmap_4_y,heatmap_5_x,heatmap_5_y,heatmap_6_x,heatmap_6_y,feedback,SOURCE
2023-03-02 21:50:50,2023-03-02 21:50:50,Survey Test,100,0,True,2023-03-02 21:50:50,R_8IgENiweQ58cVIW,test,,Man,,1977,Maryland,High school graduate,"American Indian or Alaska Native,Black or African-American,Unknown",Prefer not to say,accusamus,tincidunt,fringilla,fermentum,1.15,4.06,3.91,39,Strongly Agree,4.05,8.92,7.4,47,Yellow,3.06,6.3,5.34,0,Neither agree nor disagree,Agree a little,Disagree moderately,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,1.08,3.49,1.68,28,6,2,4,3,7,5,1,3,5.67,8.19,7.85,49,100,384,172,203,142,169,172,416,66,60,166,236,Non. Imperdiet dictumst pharetra augue amet! Malesuada atque ac. Porttitor tellus amet.,
2023-03-02 21:50:50,2023-03-02 21:50:50,Survey Test,100,0,True,2023-03-02 21:50:50,R_3qSXimOeSrRcIv4,test,,Man,,1913,Maryland,"Some college, no degree","Black or African-American,White,Prefer not to say",Hispanic or Latinx,dignissim,porttitor,elementum,venenatis,5.33,7.75,7.82,34,Disagree,4.5,6,9.63,28,Blue,9.62,9.85,9.75,43,Agree strongly,Agree moderately,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Agree a little,Agree a little,3.11,6.4,3.32,40,2,5,1,6,3,4,7,7,8.44,9.5,9.62,20,209,358,19,478,347,221,455,11,366,348,29,120,"Ac, neque massa platea sapien. Nullam. Per lorem. Facilisi eget convallis.",
2023-03-02 21:50:50,2023-03-02 21:50:50,Survey Test,100,0,True,2023-03-02 21:50:50,R_5ptIeGJs4jFM3PM,test,,Woman,,1948,New Mexico,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,ridiculus,malesuada,accusamus,convallis,7.81,8.1,9.85,13,Disagree,0.42,9.78,3.57,47,Green,7.42,9.93,8.81,17,Disagree strongly,Disagree moderately,Agree a little,Disagree strongly,Agree moderately,Agree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,7.45,9.2,8.24,22,1,5,6,4,2,3,7,7,0,2.63,0.61,13,270,292,443,243,237,425,425,421,263,372,224,116,Ipsum ipsum duis quam montes sagittis justo ante lectus aenean.,
2023-03-02 21:50:50,2023-03-02 21:50:50,Survey Test,100,0,True,2023-03-02 21:50:51,R_0qgai5jGRha2VrE,test,,Do not wish to report,,1944,Michigan,High school graduate,"Asian,Native Hawaiian or Other Pacific Islander,Prefer not to say",Unknown,convallis,vulputate,tincidunt,consectetuer,5.31,9.79,7.54,2,Disagree,7.88,9.73,9.88,1,Brown,6.56,8.24,6.6,9,Agree strongly,Disagree a little,Agree a little,Agree strongly,Disagree a little,Agree strongly,Agree moderately,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,4.49,9.29,8.41,19,1,6,3,2,5,4,7,4,6.48,9.51,7.78,23,73,31,497,457,159,394,188,173,47,391,341,143,Ullamcorper eget. Bibendum fermentum lorem ab per sapien pellentesque eu leo molestie ligula. Dolorem atque.,
2023-03-02 21:50:51,2023-03-02 21:50:51,Survey Test,100,0,True,2023-03-02 21:50:51,R_9R0RSYueu5sDtTo,test,,Do not wish to report,,1950,Oklahoma,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,ridiculus,temporibus,accusamus,ridiculus,8.01,8.4,9.91,8,Strongly Disagree,1.14,9.71,3.31,38,Brown,3.86,5.1,8.9,32,Agree a little,Disagree moderately,Agree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,Disagree moderately,4.12,8.49,8.65,35,3,5,7,6,1,4,2,2,7.77,8.36,8.88,6,270,298,153,214,271,335,395,258,282,261,358,15,Eleifend risus vitae suscipit. Ipsum at donec ullamcorper nec risus dapibus.,
2023-03-02 21:50:51,2023-03-02 21:50:51,Survey Test,100,0,True,2023-03-02 21:50:51,R_9U0KlAYtEeV7Y58,test,,Prefer to self-describe,Sit pede culpa! Faucibus primis ligula. Neque molestie tellus gravida metus urna tortor.,1904,Georgia,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown",Prefer not to say,vulputate,sollicitudin,porttitor,ridiculus,1.7,5.54,8.58,24,Strongly Disagree,2.55,6.26,8.22,26,Brown,6.08,7.67,8.24,47,Disagree moderately,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,7.09,7.19,7.79,24,4,6,7,1,5,3,2,3,6.33,7.57,7.97,29,320,464,97,297,160,26,65,403,45,85,78,4,"Lorem sem! Malesuada volutpat felis? Orci. Sit nec dolor? Aliquet tincidunt! Volutpat eros, odio! Tempor.",
2023-03-02 21:50:51,2023-03-02 21:50:51,Survey Test,100,0,True,2023-03-02 21:50:51,R_295Seweug43KgjI,test,,Do not wish to report,,1945,Mississippi,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Prefer not to say,tincidunt,malesuada,sollicitudin,dignissim,1.99,2.64,5.6,39,Strongly Agree,3.69,7.1,8.41,27,Yellow,7.77,8.25,9,14,Agree moderately,Agree strongly,Disagree strongly,Disagree moderately,Disagree a little,Disagree moderately,Disagree strongly,Agree a little,Agree moderately,Agree strongly,3.28,9.08,6.67,19,3,1,7,4,2,6,5,3,7.05,9.89,9.26,40,74,216,215,480,204,285,40,23,251,463,399,354,Sagittis lectus pede! Vivamus. Consectetuer scelerisque urna proin facilisi vitae dui! Magnis.,
2023-03-02 21:50:51,2023-03-02 21:50:51,Survey Test,100,0,True,2023-03-02 21:50:51,R_42elxstQfcsDg58,test,,Man,,1933,Rhode Island,"Associate Degree: Occupational, Technical, or Vocational Program","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,vestibulum,vestibulum,vulputate,ridiculus,9.5,9.78,9.96,12,Strongly Agree,8.36,9.6,9,32,Yellow,5.28,5.33,7.06,33,Disagree strongly,Disagree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree strongly,Disagree a little,Agree a little,Disagree a little,3.93,8.68,6.77,8,2,6,5,7,3,1,4,3,1.07,2.45,1.28,47,167,271,199,167,160,221,129,9,347,440,12,500,Ridiculus leo! Diam vulputate suspendisse mauris magnis aenean rutrum a interdum vulputate nonummy.,
2023-03-02 21:50:51,2023-03-02 21:50:51,Survey Test,100,0,True,2023-03-02 21:50:51,R_0VDwdkjhlT9WttI,test,,Non-binary,,2000,New Hampshire,Prefer not to say,"American Indian or Alaska Native,Unknown,Prefer not to say",Unknown,venenatis,vulputate,convallis,facilisis,7.85,9.66,8.6,49,Agree,4.72,6.05,6.09,30,Red,0.18,2.97,2.19,43,Agree strongly,Disagree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Agree a little,Agree a little,8.81,9.57,8.83,36,4,1,6,3,5,2,7,4,4.51,5.21,6.2,32,464,35,70,270,252,484,107,185,2,431,351,133,Elit eu culpa fusce arcu interdum. Ab sit tellus duis. Accusamus cras.,
2023-03-02 21:50:51,2023-03-02 21:50:52,Survey Test,100,1,True,2023-03-02 21:50:52,R_2nQuc6QuWbWOADk,test,,Non-binary,,1965,Maine,Associate Degree: Academic Program,"Native Hawaiian or Other Pacific Islander,White",Unknown,ridiculus,convallis,vulputate,suspendisse,3.02,8.94,7.73,1,Disagree,3.29,5.8,9.27,0,Green,6.11,8.74,6.21,10,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree a little,Agree strongly,Disagree strongly,1.66,8.35,5.5,42,7,3,4,1,5,2,6,4,0.53,2.79,1.74,50,482,307,61,219,164,403,441,240,184,495,105,406,Ultrices accusamus purus curabitur vestibulum elit lacus? Aliquet viverra est facilisis ipsum.,
2023-03-02 21:50:52,2023-03-02 21:50:52,Survey Test,100,0,True,2023-03-02 21:50:52,R_3yrdaTTX9YrWUKy,test,,Woman,,2009,Delaware,Associate Degree: Academic Program,"White,Prefer not to say",Unknown,consectetuer,temporibus,phasellus,ultricies,1.96,2.33,8.23,47,Strongly Disagree,0.85,8.92,3.35,31,Yellow,9.49,9.84,9.96,13,Disagree strongly,Disagree a little,Agree moderately,Agree moderately,Agree a little,Disagree moderately,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,7.59,9.6,8.2,13,2,4,3,6,7,5,1,7,7.35,9.97,7.48,21,281,171,364,121,467,104,410,278,291,153,87,56,"Tempora maecenas. Est auctor egestas mi tempus montes ullamcorper, faucibus curabitur est non curabitur quam.",
2023-03-02 21:50:52,2023-03-02 21:50:52,Survey Test,100,0,True,2023-03-02 21:50:52,R_50c3S7XLxaAdAqi,test,,Non-binary,,1972,Rhode Island,Prefer not to say,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,suspendisse,vulputate,pellentesque,dignissim,2.59,4.64,8.61,4,Strongly Agree,6.92,9.75,9.7,10,Yellow,0.15,0.34,2.52,7,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree moderately,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,3.06,5.36,8.81,39,1,7,6,2,3,5,4,2,5.94,7.96,5.95,7,424,82,47,460,278,194,92,310,385,316,384,471,Elementum suspendisse erat! Volutpat. Viverra venenatis a phasellus atque maecenas odio. In.,
2023-03-02 21:50:52,2023-03-02 21:50:52,Survey Test,100,0,True,2023-03-02 21:50:52,R_cZPlxvKO1rZYX2e,test,,Woman,,1995,Michigan,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown",Prefer not to say,pellentesque,scelerisque,curabitur,vestibulum,3.61,6.45,9.05,29,Strongly Agree,9.66,9.69,9.72,32,Yellow,3.13,6.46,6.49,31,Agree a little,Agree moderately,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree a little,Agree moderately,9.62,9.95,10,22,3,7,6,1,5,4,2,1,0.45,7.37,2.5,37,185,108,99,296,131,160,69,263,313,473,246,263,"Luctus metus, vel. Tellus justo proin facilisis ab bibendum? Lectus tincidunt elit vehicula.",
2023-03-02 21:50:52,2023-03-02 21:50:52,Survey Test,100,0,True,2023-03-02 21:50:52,R_5z31T4qOAaorM4C,test,,Prefer to self-describe,Donec ultricies enim! Tempora iaculis platea. Scelerisque facilisi. Ridiculus porta.,1996,Vermont,"Doctoral Degree (Example: PhD, EdD)","White,Unknown",Prefer not to say,fringilla,ultricies,suspendisse,convallis,1.95,7.1,9.3,12,Strongly Agree,3.03,8.27,9.54,4,Orange,6.28,8.28,6.86,28,Disagree a little,Disagree moderately,Disagree strongly,Disagree strongly,Disagree a little,Agree moderately,Disagree strongly,Disagree moderately,Agree strongly,Disagree moderately,7.84,8.03,9.4,19,1,5,3,6,2,4,7,8,9.88,9.95,9.9,0,325,424,245,50,314,136,101,495,44,232,311,288,Integer ante proin? Tempor etiam enim dictumst at! Sollicitudin auctor primis sollicitudin.,
2023-03-02 21:50:52,2023-03-02 21:50:52,Survey Test,100,0,True,2023-03-02 21:50:52,R_eD2ulvUJIcLaFZY,test,,Prefer to self-describe,Nulla laoreet vitae. Integer? Pellentesque sed! Commodo! Accusamus accusamus eros ipsum duis felis.,1923,Maryland,High school graduate,"American Indian or Alaska Native,White,Prefer not to say",Prefer not to say,suspendisse,scelerisque,malesuada,tincidunt,1.35,8.97,4.55,5,Strongly Disagree,6.52,7.8,9.07,24,Yellow,2.85,3.13,8.16,32,Agree strongly,Disagree strongly,Disagree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree strongly,4.38,5.76,6.09,46,3,7,4,5,6,2,1,4,6.61,6.66,8.2,42,415,270,403,453,482,431,90,130,440,221,372,194,"Elementum maecenas proin mi aenean wisi natoque. Purus tempor cursus, pharetra atque? Donec felis.",
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:53,R_42xO3WMeY3iyDky,test,,Non-binary,,1922,I do not reside in the United States,"Some college, no degree","Asian,Black or African-American,White,Unknown",Hispanic or Latinx,curabitur,malesuada,ridiculus,phasellus,6.38,9.8,6.98,26,Strongly Agree,7.9,9.69,9,44,Brown,2.26,4.08,9.31,29,Disagree strongly,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Disagree a little,Agree strongly,8.72,8.78,9.44,45,6,7,5,2,4,3,1,4,7.88,9.28,9.7,41,214,6,463,185,9,428,403,346,395,280,77,52,"Vulputate placerat lectus est? Donec magna vehicula nonummy ultrices vehicula dui, tempus justo mi.",
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:53,R_6X4UWjIH5rUVmse,test,,Do not wish to report,,1969,Hawaii,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander",Hispanic or Latinx,temporibus,imperdiet,convallis,consectetuer,7.79,8.28,8.41,25,Strongly Disagree,0.1,9.67,8.87,30,Red,3.14,6.7,8.31,37,Disagree strongly,Agree strongly,Agree moderately,Disagree strongly,Agree moderately,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Disagree moderately,4.74,8.68,7.84,34,6,3,2,7,4,5,1,9,8.73,9.92,9.48,33,265,486,324,269,83,214,429,258,379,401,372,65,Vulputate turpis et. Interdum. Accumsan volutpat metus gravida ac cras consectetuer felis luctus. Nullam.,
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:53,R_dcHh5SiBv5sx1c2,test,,Man,,1943,Minnesota,GED or equivalent,"American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White",Unknown,fringilla,vulputate,dignissim,phasellus,2.85,2.93,4.98,38,Agree,6.06,9.37,7.8,14,Brown,0.57,7.85,9.22,0,Disagree a little,Agree a little,Disagree moderately,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree moderately,Disagree strongly,Neither agree nor disagree,4.19,9.76,9.85,23,1,3,6,4,2,7,5,1,8.61,8.82,9.37,18,120,135,349,199,106,222,141,328,463,403,129,106,"Vestibulum malesuada purus fusce ultricies. Euismod tempora, rhoncus velit scelerisque lorem pretium porttitor diam velit.",
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:53,R_cO3qcAPLWa5trfg,test,,Non-binary,,1998,Rhode Island,Associate Degree: Academic Program,"American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,venenatis,scelerisque,tincidunt,ridiculus,6.63,7.01,7,9,Agree,8.01,8.63,8.23,15,Red,0.79,1,9.27,29,Disagree a little,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,0.17,4.04,6.26,37,6,7,2,3,4,1,5,9,7.01,9.9,7.63,33,355,327,320,115,80,132,481,355,145,217,299,281,"Praesent neque eget, enim pretium imperdiet. Consectetuer nonummy phasellus porta primis turpis pellentesque. Suspendisse malesuada.",
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:53,R_4YoQGoOBxWaFuce,test,,Non-binary,,2019,Iowa,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown",Unknown,consectetuer,malesuada,tincidunt,vestibulum,3.47,6.47,3.79,48,Agree,8.88,9.65,9.74,22,Green,8.47,8.68,9.4,16,Agree a little,Agree a little,Agree moderately,Agree moderately,Disagree moderately,Agree strongly,Disagree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,0.95,9.96,1.61,3,4,7,1,6,2,5,3,8,4.99,6.56,6.36,30,340,368,374,196,122,19,56,34,66,492,256,239,Suscipit augue in per facilisis posuere? Auctor pretium lectus orci a cras laoreet.,
2023-03-02 21:50:53,2023-03-02 21:50:53,Survey Test,100,0,True,2023-03-02 21:50:54,R_6KUHH2fBeg1FZPM,test,,Non-binary,,1915,Illinois,"Professional School Degree (Example: MD, DDS, DVM, JD)","Native Hawaiian or Other Pacific Islander,Unknown,Prefer not to say",Unknown,temporibus,convallis,tincidunt,imperdiet,4.16,8.97,4.48,26,Strongly Agree,6.17,7.9,7.2,47,Brown,0.98,4.52,4.93,2,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree moderately,Disagree moderately,Disagree moderately,Disagree strongly,Neither agree nor disagree,3.33,8.68,8.6,23,6,2,5,3,4,7,1,2,9.48,9.97,9.86,44,256,328,118,394,205,425,485,295,114,173,263,258,Sagittis elit ligula facilisis? Gravida platea aliquam magna odio tempor.,
2023-03-02 21:50:54,2023-03-02 21:50:54,Survey Test,100,0,True,2023-03-02 21:50:54,R_beIiwdKoCYHzqSO,test,,Prefer to self-describe,"Cursus lectus, vitae consectetuer volutpat! Maecenas sagittis. Risus, donec curabitur ultrices consectetuer.",1968,Idaho,"Doctoral Degree (Example: PhD, EdD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,scelerisque,porttitor,imperdiet,venenatis,6.87,8.66,7.51,41,Disagree,5.07,6.48,6.71,47,Green,2.44,3.19,6.03,46,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,Agree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,3.18,6.97,8.8,33,1,3,5,2,4,7,6,5,7.64,8.76,8.22,15,457,475,139,196,332,138,212,210,332,255,245,287,"Maecenas pharetra! Pretium eleifend justo? Nunc felis amet, pede lectus a venenatis est! Proin.",
2023-03-02 21:50:54,2023-03-02 21:50:54,Survey Test,100,0,True,2023-03-02 21:50:54,R_9pdTgNRee2NQuBE,test,,Woman,,1955,I do not reside in the United States,"Some college, no degree","American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,suspendisse,temporibus,tincidunt,vulputate,6.44,6.55,7.34,15,Agree,5.04,5.17,5.12,7,Blue,9.73,9.85,9.9,1,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree moderately,Agree moderately,Neither agree nor disagree,Agree strongly,1.39,8.37,6.06,43,3,4,1,2,7,6,5,9,3.06,5.11,3.99,2,26,349,491,305,8,22,492,296,390,124,154,108,Gravida id. Elementum integer culpa elit imperdiet aliquam arcu potenti ab ultrices.,
2023-03-02 21:50:54,2023-03-02 21:50:54,Survey Test,100,0,True,2023-03-02 21:50:54,R_3xeOthifytF29ds,test,,Man,,1987,Louisiana,High school graduate,"Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,venenatis,temporibus,ultricies,porttitor,2.68,6.6,8.39,24,Strongly Agree,4.09,9.4,7.7,14,Yellow,0.05,6.79,5.91,18,Agree a little,Agree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Agree strongly,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Disagree strongly,7.34,7.92,9.17,32,5,1,6,7,2,4,3,3,4.81,5.15,5.85,5,145,94,451,324,334,126,294,299,343,123,294,233,A elementum justo? Mattis rhoncus turpis integer potenti posuere pretium accumsan.,
2023-03-02 21:50:54,2023-03-02 21:50:54,Survey Test,100,0,True,2023-03-02 21:50:54,R_3mZ1MwSwE4xkYXs,test,,Man,,2017,Illinois,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","Asian,Black or African-American,Unknown,Prefer not to say",Unknown,venenatis,consequat,ullamcorper,phasellus,9.59,9.95,9.85,23,Strongly Agree,3.02,6.53,7.67,20,Brown,4.23,4.92,8.81,29,Disagree strongly,Disagree moderately,Neither agree nor disagree,Agree a little,Disagree moderately,Agree moderately,Disagree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,4.52,5.77,6.42,8,3,6,4,5,2,7,1,2,9.08,9.4,9.17,22,149,266,230,478,340,256,325,458,286,94,468,136,Porta! Rutrum! Mauris etiam proin quis justo id suspendisse auctor! Culpa quis.,
2023-03-02 21:50:54,2023-03-02 21:50:54,Survey Test,100,0,True,2023-03-02 21:50:55,R_0CJm7tQQ3cBjw7s,test,,Prefer to self-describe,Arcu morbi lacus vivamus euismod neque nulla pretium elementum platea rhoncus primis egestas.,1967,New York,"Associate Degree: Occupational, Technical, or Vocational Program","Black or African-American,White",Hispanic or Latinx,venenatis,sollicitudin,accusamus,vestibulum,5.52,7.24,8.63,41,Agree,1.33,2.85,6.18,26,Green,0.59,3.18,9.91,12,Agree a little,Disagree strongly,Agree strongly,Disagree strongly,Agree a little,Disagree a little,Agree a little,Disagree moderately,Neither agree nor disagree,Agree a little,1.16,9.14,7.71,21,6,4,3,1,2,5,7,8,4.58,5.64,5.58,36,189,356,333,376,151,90,157,206,369,248,56,164,"Blandit natoque cras a porttitor magnis auctor, platea lectus accusamus.",
2023-03-02 21:50:55,2023-03-02 21:50:55,Survey Test,100,0,True,2023-03-02 21:50:55,R_b7UyPAcM8GZrtgW,test,,Prefer to self-describe,Phasellus. A enim urna lorem fusce volutpat justo? Gravida dolorem? Vestibulum.,1920,Rhode Island,High school graduate,"Black or African-American,Unknown",Unknown,suspendisse,malesuada,suspendisse,consequat,3.68,9.5,8.95,3,Strongly Agree,3.57,8.81,5.81,45,Green,4.77,9.98,8.71,39,Disagree a little,Disagree a little,Disagree a little,Disagree moderately,Agree a little,Agree moderately,Disagree a little,Disagree strongly,Disagree a little,Neither agree nor disagree,9.72,9.91,9.76,43,4,7,5,6,2,3,1,5,9.08,9.7,9.35,43,480,346,40,316,142,245,396,336,356,377,60,30,Sollicitudin augue platea interdum leo convallis dui donec atque aliquam pharetra.,
2023-03-02 21:50:55,2023-03-02 21:50:55,Survey Test,100,0,True,2023-03-02 21:50:55,R_73QVURdY50hHfxk,test,,Prefer to self-describe,Placerat commodo! Convallis rutrum eros mauris malesuada viverra at diam massa.,2011,Puerto Rico,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian",Hispanic or Latinx,ullamcorper,curabitur,elementum,scelerisque,2.89,5.65,6.76,30,Strongly Disagree,8.39,9.13,8.58,13,Green,0.71,4.71,8.16,3,Disagree moderately,Agree moderately,Agree a little,Disagree moderately,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree a little,Agree a little,Agree moderately,5.38,5.64,8.93,9,2,4,6,7,5,1,3,9,3.42,3.6,3.47,8,68,245,93,66,386,350,218,15,147,458,69,294,Dignissim? Nunc lorem a facilisis cursus lorem mattis fusce. Tempus. Atque non scelerisque erat.,
2023-03-02 21:50:55,2023-03-02 21:50:55,Survey Test,100,0,True,2023-03-02 21:50:55,R_af9gn9u02CEdzVk,test,,Non-binary,,1932,Maryland,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Prefer not to say,accusamus,pellentesque,fringilla,phasellus,8.3,8.55,9.76,37,Agree,7.91,8.21,8.38,9,Brown,1.21,4.81,7.03,48,Agree a little,Disagree a little,Disagree moderately,Agree moderately,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Disagree a little,Agree strongly,6.85,9.1,8.62,0,3,5,2,4,1,7,6,8,4.39,4.72,5.22,22,251,122,169,344,355,134,209,58,401,433,477,194,"Eget. Mattis tortor enim non. Nunc nulla leo quis amet per quis odio, at quam.",
2023-03-02 21:50:55,2023-03-02 21:50:55,Survey Test,100,0,True,2023-03-02 21:50:55,R_d5VyL9zlG0pq55Y,test,,Do not wish to report,,1937,North Carolina,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White,Unknown",Not Hispanic or Latinx,temporibus,consectetuer,ullamcorper,scelerisque,9.71,9.73,9.95,49,Strongly Agree,1.96,2.78,9.44,21,Orange,8.93,9.63,9.1,6,Disagree moderately,Agree moderately,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree moderately,Agree moderately,Agree moderately,Agree moderately,Neither agree nor disagree,9.94,9.95,9.95,1,1,4,7,3,5,2,6,4,5.78,5.98,9.39,37,358,39,355,402,208,366,59,19,95,265,7,421,Arcu lacus. Eget atque cursus purus egestas etiam pede integer lacus.,
2023-03-02 21:50:55,2023-03-02 21:50:55,Survey Test,100,0,True,2023-03-02 21:50:56,R_0J0JApRtK41xoqi,test,,Do not wish to report,,1933,Delaware,GED or equivalent,"Asian,White,Unknown",Unknown,sollicitudin,temporibus,ultricies,porttitor,2.56,5.08,3.59,17,Disagree,5.83,7.89,9.73,20,Brown,6.01,9.72,7.32,33,Neither agree nor disagree,Agree a little,Disagree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Disagree moderately,Disagree strongly,Neither agree nor disagree,Agree strongly,4.63,9.09,7.51,32,3,5,6,2,4,7,1,5,2.05,3.18,5.77,9,125,383,307,272,467,143,301,209,316,86,367,97,"Sagittis egestas accusamus, nibh! Commodo erat pellentesque ipsum suspendisse temporibus, culpa.",
